District,Local Body Type,Local Body ID,Local Body,Ward Number,Ward Name,Candidate,Party,Front,Votes,Year
Alappuzha,Block Panchayat,B04035,Ambalappuzha,14,POLI TECHNIQUE,ഉഷ ബാബു,INC,UDF,3135,2025
Alappuzha,Block Panchayat,B04034,Aryad,1,VALAVANAD,പി ഡി ശ്രീദേവി ടീച്ചർ,CPI(M),LDF,3464,2025
Alappuzha,Block Panchayat,B04034,Aryad,2,BLOCK OFFICE,അസീഫ് റഹീം,CPI,LDF,3741,2025
Alappuzha,Block Panchayat,B04034,Aryad,3,PUTHANANGADI,എം എസ് ലത,CPI(M),LDF,4762,2025
Alappuzha,Block Panchayat,B04034,Aryad,4,MUHAMMA,എൻ റ്റി റെജി,CPI(M),LDF,3653,2025
Alappuzha,Block Panchayat,B04034,Aryad,5,MANNANCHERRY,നവാസ് നൈന,SDPI,OTH,3710,2025
Alappuzha,Block Panchayat,B04034,Aryad,6,KALAVOOR,വി ആർ ഗിരീഷ്​​കുമാർ,CPI(M),LDF,3705,2025
Alappuzha,Block Panchayat,B04034,Aryad,7,POONTHOPPU,വീണ വേണു,CPI(M),LDF,3991,2025
Alappuzha,Block Panchayat,B04034,Aryad,8,KAITHATHIL,ശാലു രമേഷ്,CPI(M),LDF,2587,2025
Alappuzha,Block Panchayat,B04034,Aryad,9,CHARAMPARAMPU,നവ്യമോഹൻ,CPI(M),LDF,2368,2025
Alappuzha,Block Panchayat,B04034,Aryad,10,AIKABHARATHAM,ആഗ്നസ് ജാക്സൺ,CPI(M),LDF,2506,2025
Alappuzha,Block Panchayat,B04034,Aryad,11,POOMKAVU,ലിസ വര്‍ഗ്ഗീസ് (അമ്പിളി),INC,UDF,3645,2025
Alappuzha,Block Panchayat,B04034,Aryad,12,SARVODHAYAPURAM,സ്നേഹജൻ,CPI(M),LDF,4056,2025
Alappuzha,Block Panchayat,B04034,Aryad,13,PATHIRAPPALLY,രാജേഷ്.എം.വി,CPI(M),LDF,3012,2025
Alappuzha,Block Panchayat,B04034,Aryad,14,KATTOOR,സൈമണ്‍ ജോണ്‍കുട്ടി,CPI,LDF,2788,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,1,Bharanikkavu,സിബി കറ്റാനം,CPI(M),LDF,3973,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,2,Karimulackal,ശോശാമ്മ (അനു ബിജു),INC,UDF,3360,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,3,Chunakkara,സി അനു,CPI(M),LDF,3165,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,4,Edappon,സ്വപ്നസുരേഷ്,CPI(M),LDF,3869,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,5,Padanilam,എസ് രാമകൃഷ്ണൻ,CPI(M),LDF,2679,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,6,Palamel,ജസ്റ്റിന്‍ ജേക്കബ്ബ്,INC,UDF,3875,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,7,Panayil,ആർ പ്രസന്ന,CPI(M),LDF,3799,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,8,L S Division,നിയാസ് എസ്,CPI(M),LDF,3719,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,9,Charummood,അശ്വതി,CPI,LDF,2540,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,10,Thamarakkulam,രോഹിത് എം. എസ്,INC,UDF,4411,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,11,Vallikunnam,കെ ജയമോഹൻ,CPI,LDF,2956,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,12,Manackadu,സീന യൂസഫ്,INC,UDF,3853,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,13,Kannanakuzhy,ഡി രോഹിണി,CPI,LDF,3845,2025
Alappuzha,Block Panchayat,B04041,Bharanikkavu,14,Kattanam,പ്രഭ,CPI(M),LDF,4343,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,1,Kuttamangalam,എസ് സുധിമോൻ,CPI(M),LDF,2219,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,2,Mancombu Thekkekkara,പി ജെ സേവ്യർ,CPI(M),LDF,1968,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,3,Champakulam,മിനി ജയിംസ്,INC,UDF,2256,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,4,Edathua,വി കെ സേവ്യർ,INC,UDF,2370,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,5,Naduvilemuri,ബിജു പാലത്തിങ്കൽ,INC,UDF,2566,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,6,Thalavady,രാജമ്മ,CPI,LDF,1540,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,7,Anaprampal,സുഷമ സുധാകരൻ,INC,UDF,3581,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,8,Pacha,റ്റിജിന്‍ ജോസഫ്,INC,UDF,3050,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,9,Padaharam,മീറാസിസ്സി,INC,UDF,1674,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,10,Thakazhy,റീന മതികുമാർ,CPI(M),LDF,1632,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,11,Nadubhagam,ഗോകുല്‍ ഷാജി,INC,UDF,2028,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,12,Chempumpuram,പ്രിയങ്ക പ്രലോഷ്,CPI(M),LDF,2107,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,13,Nedumudy,റ്റി കെ സുഭാഷ്,INC,UDF,2226,2025
Alappuzha,Block Panchayat,B04036,Champakkulam,14,Kainakary,കൊച്ചുമോള്‍ സുജിത്ത്,CPI(M),LDF,2073,2025
Alappuzha,Block Panchayat,B04038,Chengannur,1,Thiruvanvandoor,ഡി.വിനോദ് കുമാർ,BJP,NDA,2368,2025
Alappuzha,Block Panchayat,B04038,Chengannur,2,Vanavathukkara,ബാലചന്ദ്രന്‍ തയ്യിൽ,INC,UDF,2445,2025
Alappuzha,Block Panchayat,B04038,Chengannur,3,Mulakkuzha,രതീഷ് കുമാര്‍.സി. ആർ,INC,UDF,2524,2025
Alappuzha,Block Panchayat,B04038,Chengannur,4,Areekkara,അനു ടി,CPI(M),LDF,3618,2025
Alappuzha,Block Panchayat,B04038,Chengannur,5,Venmoney East,രാജശ്രീ,CPI(M),LDF,2789,2025
Alappuzha,Block Panchayat,B04038,Chengannur,6,Venmoney West,മായാദേവി. ജി,CPI(M),LDF,2698,2025
Alappuzha,Block Panchayat,B04038,Chengannur,7,Ala South,രശ്മി കുമാരി,INC,UDF,2282,2025
Alappuzha,Block Panchayat,B04038,Chengannur,8,Cheruvallur,തുളസി സുദർശനൻ,CPI,LDF,2445,2025
Alappuzha,Block Panchayat,B04038,Chengannur,9,Cheriyanad,ജി. വിവേക്,CPI(M),LDF,2728,2025
Alappuzha,Block Panchayat,B04038,Chengannur,10,Ala,എം.ജി.ശ്രീകുമാർ,CPI(M),LDF,2482,2025
Alappuzha,Block Panchayat,B04038,Chengannur,11,Puliyur,സുജ രാജീവ്,CPI,LDF,2273,2025
Alappuzha,Block Panchayat,B04038,Chengannur,12,Ennakkad,എൻ.സുധാമണി,CPI(M),LDF,3267,2025
Alappuzha,Block Panchayat,B04038,Chengannur,13,Budhanur,ഉഷാ കുമാരി,BJP,NDA,2469,2025
Alappuzha,Block Panchayat,B04038,Chengannur,14,Pandanad,കെ.ബി.യശോധരൻ,INC,UDF,2576,2025
Alappuzha,Block Panchayat,B04039,Harippad,1,Karuvatta North,ലക്ഷ്മി ശിവൻ,CPI(M),LDF,2274,2025
Alappuzha,Block Panchayat,B04039,Harippad,2,Cheruthana,അഡ്വ. എം എം അനസ് അലി,CPI(M),LDF,2474,2025
Alappuzha,Block Panchayat,B04039,Harippad,3,Veeyapuram,ജ്യോതി പ്രകാശ്,INC,UDF,2181,2025
Alappuzha,Block Panchayat,B04039,Harippad,4,Neendoor,സാജൻ കെ പനയാറ,INC,UDF,2516,2025
Alappuzha,Block Panchayat,B04039,Harippad,5,Pallippad,അശ്വതി ഹരികുമാർ,INC,UDF,2151,2025
Alappuzha,Block Panchayat,B04039,Harippad,6,Cheruthana Anari,ശ്രീവിദ്യ,CPI(M),LDF,2484,2025
Alappuzha,Block Panchayat,B04039,Harippad,7,Thamallackal,യു. ദിലീപ്,CPI,LDF,2517,2025
Alappuzha,Block Panchayat,B04039,Harippad,8,Kumarapuram,സുമി സുരേഷ്,CPI(M),LDF,2476,2025
Alappuzha,Block Panchayat,B04039,Harippad,9,Karthikappally East,ആർ. റോഷിൻ,INC,UDF,2870,2025
Alappuzha,Block Panchayat,B04039,Harippad,10,Karthikappally  West,ബൈജു (മോനി),CPI(M),LDF,2186,2025
Alappuzha,Block Panchayat,B04039,Harippad,11,Thrikkunnappuzha,ആശ പാലക്കാടൻ,INC,UDF,3846,2025
Alappuzha,Block Panchayat,B04039,Harippad,12,Pallana,അഡ്വ. മുഹമ്മദ് അസ്‌ലം,INC,UDF,2945,2025
Alappuzha,Block Panchayat,B04039,Harippad,13,Thrikkunnapuzha Kizhakeekkara,ആർ. ഗീത,INC,UDF,2003,2025
Alappuzha,Block Panchayat,B04039,Harippad,14,Karuvatta South,നാഥൻ വി കെ,INC,UDF,2849,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,1,Thykkal Beach,അല്‍ഫോന്‍സ കെ ആർ (സ്റ്റനു),CPI(M),LDF,3656,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,2,Kadakkarapally,സജിതവിജയ്,CPI,LDF,3140,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,3,Kuruppamkulangara,സുധര്‍മ്മിണി തമ്പാൻ,CPI(M),LDF,3426,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,4,Thiruvizha,കരുവാ മോഹനൻ,CPI(M),LDF,4284,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,5,Thanneermukkam,എൻ.കെ.ഹരിഹരപ്പണിക്കർ,CPI(M),LDF,3237,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,6,Puthanangadi,രജി പ്രകാശൻ,CPI(M),LDF,3308,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,7,Sreekandamangalam,ശശികല ജി,CPI(M),LDF,3747,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,8,Ellathukavu,ബൈരഞ്ജിത്ത്,CPI,LDF,4305,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,9,Mayithara,അഡ്വ.ബിനീഷ് വിജയൻ,CPI(M),LDF,5335,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,10,Kanjikkuzhy,അഡ്വ. ഉദേഷ് യു.കൈമൾ,CPI(M),LDF,4039,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,11,Mararikkulam,പി.കെ.ജയകുമാർ,CPI,LDF,3733,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,12,Kanichukulangara,അനിജിമനോജ്,CPI(M),LDF,3514,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,13,Chennaveli,മിനി ആന്റണി,CPI(M),LDF,3508,2025
Alappuzha,Block Panchayat,B04033,Kanjikkuzhy,14,Arthunkal,ജിജി സോളമൻ,INC,UDF,4492,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,1,MANNAR,ഹസീന സലാം,INC,UDF,2678,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,2,SWITCH GEAR DIVISION,വത്സല ബാലകൃഷ്ണൻ,INC,UDF,2812,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,3,KUTTAMPEROOR,അജിത്ത് പഴവൂർ,INC,UDF,2629,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,4,KARAZHMA,ആർ സഞ്ജീവൻ,CPI(M),LDF,2580,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,5,THAZHAKKARA,സി ഡി വേണുഗോപാൽ,CPI(M),LDF,2879,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,6,MANKAMKUZHY,സുജാത ടീച്ചർ,CPI(M),LDF,2643,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,7,VETTIYAR,ജിബു റ്റി ജോൺ,INC,UDF,2572,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,8,KURATHIKAD,എസ് ആർ ശ്രീജിത്ത്,CPI(M),LDF,3394,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,9,PALLARIMANGALAM,തുളസിഭായി,CPI(M),LDF,2852,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,10,PUTHANKULANGARA,കെ മധുസൂദനൻ,CPI(M),LDF,2726,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,11,EREZHA,സിന്ധു ദിവാകരൻ,CPI(M),LDF,3321,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,12,CHETTIKULANGARA,മീര വിനോദ്,CPI,LDF,3179,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,13,KARIPPUZHA,ദിവ്യ.പി,BJP,NDA,3079,2025
Alappuzha,Block Panchayat,B04040,Mavelikkara,14,CHENNITHALA,കെ വിനു,CPI(M),LDF,3360,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,1,Mangalam,അഖില്‍കൃഷ്ണന്‍ എ കെ,INC,UDF,4351,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,2,Chingoli,അഡ്വ.ടി.എസ്.താഹ,CPI(M),LDF,3061,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,3,Cheppad,ശാലിനി ശ്രീനിവാസൻ,INC,UDF,2685,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,4,Evoor,എസ്.വിജയകുമാരി,CPI(M),LDF,2585,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,5,Pathiyoor,നിഷ സാംജിത്ത്,CPI,LDF,3397,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,6,Eruva,മുരളി.പച്ചംകുളത്ത്,CPI(M),LDF,3060,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,7,Pullikkanakku,ശ്രീഹരി കോട്ടിരേത്ത്,INC,UDF,4007,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,8,Krishnapuram,പത്മകുമാർ .കെ,INC,UDF,3838,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,9,Devikulangara,എസ്.രേഖ,CPI(M),LDF,3826,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,10,Kandalloor thekku,സിജി വി ശശി(വാണി),CPI(M),LDF,3725,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,11,Kandalloor,രശ്​മി ശ്രീനി,CPI(M),LDF,4023,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,12,Kareelakulangara,അഖിൽ  എസ്. ടി,CPI(M),LDF,3329,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,13,Choolatheruvu,ഗീതാശ്രീജി,CPI(M),LDF,3120,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,14,Muthukulam,സുനിൽ സൂര്യമംഗലം,INC,UDF,3091,2025
Alappuzha,Block Panchayat,B04042,Muthukulam,15,Arattupuzha thekku,കുക്കു ഉൻമേഷ്,INC,UDF,4115,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,1,Aroor West,വി. കെ. ഗൗരീശൻ,IND,OTH,3445,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,2,Aroor East,എം. എൻ സിമിൽ,INC,UDF,4447,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,3,Eramallur,തങ്കമണിസോമൻ,INC,UDF,5151,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,4,Chammanadu,ബീനാസത്യൻ,INC,UDF,3133,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,5,Kuthiathode,എം. ജി. രാജേശ്വരി,CPI(M),LDF,2658,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,6,Nalukulangara,കൃഷ്ണദാസ്,BJP,NDA,2767,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,7,Thuravoor,മോളി രാജേന്ദ്രൻ,INC,UDF,3390,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,8,Ponnamveli,ജയകൃഷ്ണൻ  ജെ.എ,CPI(M),LDF,4153,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,9,Vayalar,സിന്ധുവാവക്കാട്,INC,UDF,5027,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,10,Kalavamkodam,സേതുലക്ഷ്മിസോമൻ,CPI(M),LDF,4469,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,11,Pattanakkad,സി. ബി. മോഹൻദാസ്,CPI,LDF,3797,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,12,Vettackal,കെ.ജി.ഹെന്‍ട്രി,CPI(M),LDF,4224,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,13,Manakkodam,സി.കെ.രാജേന്ദ്രൻ,INC,UDF,3647,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,14,Changaram,മഞ്ജു സുരേഷ്,INC,UDF,3278,2025
Alappuzha,Block Panchayat,B04032,Pattanakkad,15,Ezhupunna,കെ.എ.ജൂലിയറ്റ് (ജൂലി തോമസ്),INC,UDF,4107,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,1,Arookkutty,നിധീഷ് ബാബു,INC,UDF,2969,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,2,Perumbalam,പി ഡി സജീവ്,CPI(M),LDF,3675,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,3,Vazhatharaveli,അഞ്ജു മുകുന്ദൻ,INC,UDF,2757,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,4,Poochakkal,അഡ്വ. രജിത ടീച്ചർ,CPI,LDF,1935,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,5,Manappuram,പി ബിജു,INC,UDF,1939,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,6,Pallippuram,ഉഷാറാണി (ഉഷ മുകുന്ദൻ),CPI,LDF,1822,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,7,Ottappunna,അഡ്വ. ജയശ്രി ബിജു,CPI(M),LDF,2242,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,8,Thirunelloor,ഉദയമ്മ ഷാജി,CPI(M),LDF,2442,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,9,Palluveli,ബിജു കേളമംഗലം,INC,UDF,2113,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,10,Thycattussery,വിമല്‍ രവീന്ദ്രൻ,BJP,NDA,2233,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,11,Thaliyaparambu,അംബിക ശശിധരൻ,CPI(M),LDF,2032,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,12,Nalpathenneeswaram,ബീന ഉണ്ണി,CPI(M),LDF,2077,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,13,Thrichattukulam,ഫാത്തിമ ടീച്ചർ,IUML,UDF,2481,2025
Alappuzha,Block Panchayat,B04031,Thykkattussery,14,Naduvath Nagar,ആഗി ജോസ്,INC,UDF,3577,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,1,Neelamperoor,പ്രിന്‍സ്  ജി,BJP,NDA,1534,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,2,Narakathra,ബിജിന്‍ ആര്‍ ഭദ്രൻ,CPI(M),LDF,1573,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,3,Kidangara,സിന്ധു സൂരജ്,INC,UDF,1771,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,4,Muttar,ബ്ലസ്‌റ്റൻ തോമസ്,INC,UDF,1605,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,5,Mithrakkari,ലിബിമോൾ വ൪ഗ്ഗീസ്,KC,UDF,1608,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,6,Vezhapra,ഷീന റെജപ്പൻ,INC,UDF,1323,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,7,Ramankary,സോളി ആൻ്റണി,INC,UDF,1751,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,8,Veliyanad,പി.സി മോനിച്ചൻ പൂവക്കളത്തിൽ,CPI,LDF,1438,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,9,Pulincunnu,വിജയമ്മ ജയപ്രകാശ്,INC,UDF,1271,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,10,Mancombu,ഷൈല  ഓമനക്കുട്ടൻ,CPI(M),LDF,1305,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,11,College,റിജോ വർഗ്ഗീസ് വെളിച്ചെണ്ണത്തറ,CPI(M),LDF,1219,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,12,Kunnumma,സുബീഷ്  കെ പി,BDJS,NDA,1124,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,13,Moolaserry,ശോഭന ഉദയകുമാർ,CPI(M),LDF,1730,2025
Alappuzha,Block Panchayat,B04037,Veliyanad,14,Kavalam,ഷാജി കണ്ടുശ്ശേരി,CPI(M),LDF,1771,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,1,Aroor,ജ്യോതിലക്ഷ്​മി പി .  ആർ,INC,UDF,22998,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,2,Poochakkal,രാജേഷ് വിവേകാനന്ദ,CPI(M),LDF,15530,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,3,Pallippuram,ജിസ്മി കെ . ജെ,CPI(M),LDF,15013,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,4,Thanneermukkam,വിജയശ്രീ സുനിൽ,CPI(M),LDF,18540,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,5,Kanjikkuzhy,എസ് . രാധാകൃഷ്ണൻ,CPI(M),LDF,27041,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,6,Aryad,അഡ്വ. ഷീന സനൽകുമാർ,CPI(M),LDF,22049,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,7,Punnapra,അഡ്വ. ആർ രാഹുൽ,CPI(M),LDF,22967,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,8,Veliyanad,സി. വി. രാജീവ്,INC,UDF,21031,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,9,Champakkulam,മഞ്ജു വിജയകുമാർ,INC,UDF,24688,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,10,Pallippad,ജോണ്‍ തോമസ്,INC,UDF,15317,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,11,Mannar,ജി കൃഷ്ണകുമാർ,CPI(M),LDF,17845,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,12,Mulakkuzha,അഡ്വ. നിതിൻ ചെറിയാൻ,CPI(M),LDF,16704,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,13,Chennithala,ബിനി ജയിൻ,KC(M),LDF,18004,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,14,Venmony,റ്റി വിശ്വനാഥൻ,CPI(M),LDF,18316,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,15,Nooranad,എ. മഹേന്ദ്രൻ,CPI(M),LDF,20906,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,16,Bharanikkavu,ബി. രാജലക്ഷ്മി,INC,UDF,25232,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,17,Krishnapuram,അംബുജാക്ഷി ടീച്ചർ,CPI(M),LDF,18110,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,18,Pathiyoor,ലിഷ അനുപ്രസാദ്,CPI,LDF,19651,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,19,Muthukulam,ബബിത ജയൻ,INC,UDF,21656,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,20,Karuvatta,അഡ്വ. അനില രാജു,CPI(M),LDF,19645,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,21,Ambalappuzha,എ. ആർ. കണ്ണൻ,INC,UDF,21733,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,22,Mararikkulam,അഡ്വ. ആർ. റിയാസ്,CPI(M),LDF,21478,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,23,Vayalar,ജ്യോതിമോൾ ( സന്ധ്യാ ബെന്നി ),CPI,LDF,21934,2025
Alappuzha,District Panchayat,D04001,ALAPPUZHA,24,Manakkodam,ജയിംസ് ചിങ്കുതറ,INC,UDF,25773,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,1,MANGALAM,അനീഷ് എസ് (മനോജ്),BJP,NDA,330,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,2,N T P C,ലക്ഷ്മി പി,INC,UDF,263,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,3,CHOOLATHERUVU,അജിത എം,INC,UDF,426,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,4,KANAKAKUNNU,സോമാ സുനി,CPI(M),LDF,484,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,5,KEERIKKADU JETTY,രാജേഷ് കുട്ടൻ,INC,UDF,573,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,6,KOCHIYUDE JETTY,പ്രിയ,IND,OTH,326,2025
Alappuzha,Grama Panchayat,G04070,Aarattupuzha,7,VALIYAZHEECKAL,എം പ്രതാപൻ,CPI(M),LDF,642,2025
