District,Local Body Type,Local Body ID,Local Body,Ward Number,Ward Name,Candidate,Party,Front,Votes,Year
Ernakulam,Municipality/Corporation,C07003,Kochi,4,KARIPPALAM,മനാഫ്.കെ.എ,INC,UDF,2232,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,5,CHERALAYI,പ്രവീത വിജയകുമാർ,BJP,NDA,2639,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,6,MATTANCHERY,ഷീജ നവാസ്,IUML,UDF,2704,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,7,CHAKKAMADAM,സുഹാന സുബൈറ്,CPI(M),LDF,1863,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,8,KARUVELIPPADY,കവിത ഹരികുമാർ,INC,UDF,1290,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,9,ISLAND NORTH,പത്മകുമാരി ടി,BJP,NDA,223,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,10,RAVIPURAM,എസ്. ശശികല,IND,OTH,847,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,11,ERNAKULAM SOUTH,കെ വി പി കൃഷ്ണകുമാർ,INC,UDF,1179,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,12,GANDHI NAGAR,നിര്‍മ്മല ടീച്ചർ,INC,UDF,1518,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,13,KATHRIKADAVU,റിയ ലോറൻസ്,INC,UDF,2253,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,14,ERNAKULAM CENTRAL,സുധ ദിലീപ്കുമാർ,BJP,NDA,1289,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,15,ERNAKULAM NORTH,അഗസ്റ്റിൻ സെബാസ്റ്റിൻ പി എം (ടൈസൺ ),INC,UDF,1394,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,16,KALOOR SOUTH,അരിസ്റ്റോട്ടിൽ. എം. ജി,INC,UDF,1686,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,17,KALOOR-NORTH,അഷറഫ്.ടി.കെ (ഷറഫു),IUML,UDF,1437,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,18,THRIKKANARVATTOM,ജലജ എസ് ആചാര്യ,BJP,NDA,785,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,19,AYYAPPANKAVU,ദീപക് ജോയ്,INC,UDF,1970,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,20,POTTAKUZHY,ബ്രിജിത്ത് ആഷ്വിൻ,CPI,LDF,1332,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,21,ELAMAKKARA SOUTH,വി. ആർ. സുധീർ,INC,UDF,2449,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,22,PACHALAM,ആല്‍ബര്‍ട്ട് അമ്പലത്തിങ്കൽ,INC,UDF,2581,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,23,THATTAZHAM,സിബി ജോൺ,INC,UDF,1360,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,24,VADUTHALA WEST,ജിസ്മി   ജെറാൾഡ്,INC,UDF,2447,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,25,VADUTHALA EAST,ഹെന്‍ട്രി ഓസ്റ്റിൻ,INC,UDF,2323,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,26,ELAMAKKARA NORTH,ബീന മഹേഷ്,CPI(M),LDF,1718,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,27,PUTHUKKALAVATTAM,സീന ടീച്ചർ,INC,UDF,1886,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,28,KUNNUMPURAM,ജഗദാംബിക ( അംബിക സുദർശൻ ),CPI(M),LDF,2190,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,29,PONEKKARA,നിമ്മി മറിയം,INC,UDF,1184,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,30,EDAPPALLY,അബ്ദുള്‍ ലത്തീഫ്,INC,UDF,1961,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,31,CHANGAMPUZHA,സിനി ആനന്ദ്,INC,UDF,1223,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,32,DHEVANKULANGARA,വിജയകുമാർ,INC,UDF,1559,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,33,PALARIVATTAM,മിനിമോള്‍ വി കെ,INC,UDF,1389,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,34,STADIUM,ദീപ്തി മേരി വര്‍ഗ്ഗീസ്,INC,UDF,2117,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,35,KARANAKKODAM,ഗേളി റോബർട്ട്,INC,UDF,1281,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,36,PUTHIYAROAD,മോളി ചാർളി,INC,UDF,1845,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,37,PADIVATTAM,ഷിബി സോമൻ,INC,UDF,2020,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,38,VENNALA,സാബു കോറോത്ത്,INC,UDF,1579,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,39,CHAKKARAPARAMBU,പി എം നസീമ,INC,UDF,1791,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,40,CHALIKKAVATTAM,ബിന്ദു വിജു,INC,UDF,2095,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,41,THAMMANAM,ദിവ്യ രാജേഷ്,INC,UDF,2045,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,42,ELAMKULAM,നിഷ പി ഡി,INC,UDF,1921,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,43,GIRINAGAR,പി ഡി മാര്‍ട്ടിൻ,INC,UDF,1424,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,44,PONNURUNNI,എം എക്സ് സെബാസ്റ്റ്യൻ,INC,UDF,1949,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,45,PONNURUNNI EAST,ബീന ദിവാകരൻ,CPI(M),LDF,1327,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,46,VYTTILA,വി പി ചന്ദ്രൻ,IND,OTH,1587,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,47,POONITHURA,സേവ്യർ പി ആന്റണി,INC,UDF,1442,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,48,VYTTILA JANATHA,അനു കെ തങ്കച്ചൻ,INC,UDF,2028,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,49,KADAVANTHRA,ജിസന്‍ ജോർജ്ജ്,KC,UDF,1950,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,50,PANAMPILLI NAGAR,ആന്റണി പൈനുതറ,INC,UDF,1948,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,51,PERUMANOOR,കെ എക്സ്  ഫ്രാന്‍സിസ്,INC,UDF,1889,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,52,KONTHURUTHY,അഭിഷേക് കെ എസ്,INC,UDF,1716,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,53,THEVARA,എലിസബത്ത് ടീച്ചർ,CPI(M),LDF,975,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,54,ISLAND SOUTH,ഷാകൃത,INC,UDF,500,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,55,KADEBHAGAM,അശ്വതി  ജോഷി,CPI(M),LDF,2548,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,56,PALLURUTHY EAST,എന്‍ പി ശാന്തിനി,CPI(M),LDF,1339,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,57,THAZHUPPU,സുജാത സാബു,CPI(M),LDF,2678,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,58,EADAKOCHI NORTH,കെ ജെ ബെയ്സിൽ,CON(S),LDF,2198,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,59,EDAKOCHI SOUTH,ലസിത പീറ്റർ,INC,UDF,1307,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,60,PERUMBADAPPU,ലിഖിത എൻ . എക്സ് .,CPI,LDF,1201,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,61,KONAM,സി ആർ ബിജു,CPI(M),LDF,1665,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,62,PALLURUTHY-KACHERIPADY,വി എ ശ്രീജിത്ത്,CPI(M),LDF,2438,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,63,NAMBYAPURAM,റാഷിദ ഹുസൈൻ,CPI(M),LDF,1409,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,64,PALLURUTHY,ഗീത പ്രഭാകരൻ,INC,UDF,1561,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,65,PULLARDESAM,ഹേമ ടീച്ചർ,CPI(M),LDF,1993,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,66,THAREBHAGAM,ലവിത നെൽസൺ,CPI(M),LDF,1427,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,67,THOPPUMPADY,ജോസഫ് സുമീത്,INC,UDF,2175,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,68,MUNDAMVELY EAST,കെ ജെ പ്രകാശൻ,IND,OTH,383,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,69,MUNDAMVELY,ലിസി സുമി,INC,UDF,1842,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,70,MANASSERY,നിഷ ജോസഫ്,CPI(M),LDF,1509,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,71,MOOLAMKUZHY,ജോസഫ് ഫെർണാണ്ടസ് (ജോസികുട്ടൻ),CPI(M),LDF,1276,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,72,CHULLICKAL,ബാസ്റ്റിന്‍ ബാബു,IND,OTH,1405,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,73,NASRATHU,യേശുദാസ് (പി ജെ ദാസൻ),CPI(M),LDF,1738,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,74,PANAYAPPILLY,അശ്വതി ഗിരീഷ്,BJP,NDA,1202,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,75,AMARAVATHY,അഡ്വ. പ്രിയ പ്രശാന്ത്,BJP,NDA,2097,2025
Ernakulam,Municipality/Corporation,C07003,Kochi,76,FORTKOCHI VELI,മഞ്ജ്ജുള അനിൽ കുമാർ,CPI(M),LDF,1722,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,1,M.P.I Ward,ഷാജി ജോർജ്ജ്,CPI(M),LDF,221,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,2,Chellackappady Ward,ബിന്‍സി ബിജോ,CPI,LDF,245,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,3,Mancherikunnu Ward,ബിജു ജോൺ,INC,UDF,273,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,4,Vadakara Ward,റെജി ജോൺ പ്ലാത്തോട്ടത്തിൽ,INC,UDF,345,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,5,Kumkumassery Ward,ലിബി സാബു,KC,UDF,227,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,6,Paittakulam Ward,ലിസ്സി  ജോസ്,INC,UDF,253,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,7,Devamatha Ward,സെല്‍മ(സലീമ മനോജ് ),IND,OTH,244,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,8,Sub Station Ward,മര്‍ക്കോസ് ഉലഹന്നാൻ,INC,UDF,169,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,9,Ambalam Ward,രാധ,INC,UDF,196,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,10,High School Ward,പ്രിന്‍സ് പോൾ ജോൺ,INC,UDF,353,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,11,Mangalathuthazham Ward,വൽസല സജീവൻ,INC,UDF,182,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,12,Mangalathuthazham South Ward,സിന്ധു മനോജ്,IND,OTH,228,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,13,Arjunanmala Ward,കൃഷ്ണ  ശ്യാം,CPI(M),LDF,238,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,14,Bappuji Ward,സുജ സിന്നി,INC,UDF,227,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,15,Town ward,സനൂപ് കുളമ്പാടം,CPI(M),LDF,189,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,16,U.P. School Ward,ജോമി മാത്യു പ്ലാത്തോട്ടത്തിൽ,INC,UDF,298,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,17,Chorakuzhi Ward,ഷൈന്‍.പി.എം,CPI,LDF,149,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,18,Chambamala Ward,ബെന്നി വർഗീസ്,INC,UDF,216,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,19,Kizhakombu South Ward,രശ്മി.സി.ആർ,INC,UDF,187,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,20,Sreedhareeyam Ward,മായാദേവി,INC,UDF,217,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,21,Valappu Ward,ഷീബ രാജു,CPI(M),LDF,228,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,22,Venkulam Ward,സാറ.റ്റി.എസ്,INC,UDF,237,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,23,Kizhakombu Centre Ward,ഷീല ബിനോയ്,INC,UDF,198,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,24,Edayar East Ward,സണ്ണി കുര്യാക്കോസ്,CPI(M),LDF,269,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,25,Peedikappady Ward,ബേബി തോമസ്,CPI(M),LDF,184,2025
Ernakulam,Municipality/Corporation,M07067,Koothattukulam,26,Edayar West Ward,പി.സി.ഭാസ്കരൻ,INC,UDF,295,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,1,THANGALAM,വിനേഷ് സെബാസ്റ്റ്യൻ,INC,UDF,452,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,2,BLOCK OFFICE,രാജി ജോബി,KC,UDF,387,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,3,RAMALLOOR,മരിയ  രാജു,IND,OTH,450,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,4,KARINGAZHA,സിന്ധു ജിജോ,INC,UDF,452,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,5,CHELADU,ലിസ്സി പോൾ പുന്നയ്ക്കൽ,KC,UDF,416,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,6,KALLADU,ഷിബി ബാബു,IND,OTH,422,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,7,ELAVUMPARAMBU,പ്രിന്‍സ് വര്‍ക്കി,INC,UDF,671,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,8,VALADITHANDU,സിനി തോമസ്,IND,OTH,407,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,9,KOMENTHA,മാജോ മാത്യു,INC,UDF,321,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,10,KUMBALATHUMURI,സീത വിജയൻ,IND,OTH,347,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,11,MALIKAKANDAM,ജാൻസി മാത്യു,KC(Jacob),UDF,359,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,12,PARAYITHOTTAM,ആദര്‍ശ് കുര്യാക്കോസ്,CPI(M),LDF,377,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,13,KUTHUKUZHI,കുമാരി അശോകൻ,INC,UDF,384,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,14,MARAMANGALAM,എൻ  ഐ  അഗസ്റ്റ്യൻ,INC,UDF,440,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,15,ELAMKAVU,പി  ആർ  ഉണ്ണികൃഷ്ണൻ (പി  ആർ  ഉണ്ണി ),CPI(M),LDF,360,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,16,VALIYAKAVU,അരുണ്‍ പി. ബോബൻ,CPI(M),LDF,492,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,17,AYYANKAVU,ജോര്‍ജ് അമ്പാട്ട്,KC,UDF,591,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,18,KOZHIPPILLY,ഷിബു കുര്യാക്കോസ്,IND,OTH,363,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,19,ANGADY,ഭാനുമതി   ടീച്ചർ,INC,UDF,351,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,20,COLLEGE,ഗീത ജയകുമാർ,BJP,NDA,156,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,21,MATHIRAPPILLY,പി  എം നവാസ്,INC,UDF,556,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,22,KARUKADAM EAST,മിനി എൽദോസ്,INC,UDF,277,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,23,PUTHUPPADY,ആഷ്‌ലി   ടീച്ചർ,INC,UDF,412,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,24,KARAKKUNNAM,ജിജി  ജോമോൻ,INC,UDF,471,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,25,CHIRAPPADY,മഞ്ജു തോമസ്,INC,UDF,494,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,26,AMBALAPPADY,എല്‍ദോസ് കീച്ചേരി,INC,UDF,623,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,27,VENDUVAZHI SOUTH,ആബീദ  ടീച്ചർ,INC,UDF,483,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,28,KARUKADAM,അനൂപ് ജോർജ്,INC,UDF,694,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,29,VILAYAL,കെ  പി  ജലീൽ,IND,OTH,454,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,30,VENDUVAZHI NORTH,സിജു തോമസ്,IND,OTH,466,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,31,KORIYAMALA,സി  പി എസ്  ബാലൻ,CPI(M),LDF,414,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,32,TOWN SOUTH,സലിം ചെറിയാൻ  (മാലിയിൽ),IND,OTH,390,2025
Ernakulam,Municipality/Corporation,M07023,Kothamangalam,33,TOWN NORTH,മിനി മാത്യു,INC,UDF,390,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,1,NETTOOR NORTH,പി എസ് സുഷൻ,CPI(M),LDF,454,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,2,KUNDANNOOR NORTH,ടി കെ സച്ചിദാനന്ദൻ,INC,UDF,385,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,3,KANNADIKKADU EAST,ജോസഫ് പള്ളിപ്പറമ്പിൽ,INC,UDF,329,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,4,KUNNALAKADU,സിജോയ് പുതുശ്ശേരി,INC,UDF,466,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,5,THOTTATHIPARAMBU,പി ഡി രാജേഷ്,IND,OTH,473,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,6,THURUTHY,രേണുക ശിവദാസ്,INC,UDF,491,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,7,KATTITHARA,റെൻസി എലിസബത്ത്,INC,UDF,385,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,8,SHANKAR NAGAR,മോളി ജെയിംസ്,INC,UDF,350,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,9,MARTINPURAM,ജിഷ പ്രമോദ്,IND,OTH,304,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,10,SHASTHRY NAGAR,ബിന്ദു സുബ്രഹ്മണ്യൻ,IND,OTH,189,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,11,PRIYADARSHINI,എ യു വിജു,CPI(M),LDF,387,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,12,SN PARK,കെ വി സീമ,IND,OTH,255,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,13,BTC,അജിത നന്ദകുമാർ,INC,UDF,398,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,14,PANDAVATHU,ബിന്ദുപ്രഭ,INC,UDF,252,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,15,NERAVATHU,അന്നമ്മ (വിജി ജോജോ),INC,UDF,258,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,16,KUNDANNOOR CENTRAL,ലേഖ സുകുമാരൻ,CPI(M),LDF,317,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,17,KUNDANNOOR,സുനീല സിബി,INC,UDF,339,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,18,MOOTHEDAM,ജിന്‍സണ്‍ പീറ്റർ,INC,UDF,379,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,19,AASHUPATHRI WARD,പി പി സന്തോഷ്  (ബോസ് ),INC,UDF,310,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,20,AMBEDKAR NAGAR,എം വി ഉല്ലാസ്,CPI(M),LDF,390,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,21,INJAYKKAL,എം പി സുനിൽ കുമാർ,CPI(M),LDF,520,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,22,MANNAPARAMBU,പി പി ഷിബു,INC,UDF,422,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,23,VALANTHAKADU,എം കെ മുരളീധരൻ,CPI(M),LDF,539,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,24,SHANTHIVANAM,നിഷ ഷിഹാബ്,IUML,UDF,317,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,25,PARUTHICHUVADU,ദിവ്യ അനിൽകുമാർ,IND,OTH,341,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,26,THANDASHERY,ബിനു ടീച്ചർ,INC,UDF,428,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,27,PERINGATTU PARAMBU,സെലിക്കത്ത്  നിസാർ,INC,UDF,520,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,28,PURAKKELI,ജബ്ബാർ പാപ്പന,IND,OTH,499,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,29,SVUP SCHOOL,അജീന വി ജെ,INC,UDF,400,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,30,THIRUNETTOOR,എം എം നിഷാദ്,IND,OTH,416,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,31,AMBALAKKADAVU,ബോബന്‍ നെടുംപറമ്പിൽ,IND,OTH,461,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,32,ARAYKKAL,സിറിയക്ക്‌ ഷാൽബി,IND,OTH,502,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,33,VADAKKE PATTUPURAYKAL,ദേവൂസ് ആന്‍റണി,INC,UDF,359,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,34,THATTEKKADU,മിനി ഷാജി,INC,UDF,424,2025
Ernakulam,Municipality/Corporation,M07031,Maradu,35,PUTHIYAMADAM,ദിഷ പ്രതാപൻ,CPI,LDF,589,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,1,VAZHAPILLI CENTRAL,കെ കെ സുബൈർ,IND,OTH,256,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,2,JANASAKTHI,കിഷോർ എൻ എം,CPI(M),LDF,382,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,3,THRIKKA,ഷഹന മാഹിൻ,INC,UDF,401,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,4,N.S.S SCHOOL,മനോജ്  ജി,BJP,NDA,184,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,5,MOONNUKANDAM,ജെയ്സൺ തോട്ടത്തിൽ,INC,UDF,448,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,6,MOLEKKUDY,മജീദ് മങ്ങാടൻ,CPI(M),LDF,384,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,7,ILAHIYA SCHOOL,അസം ബീഗം (മോളി),INC,UDF,134,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,8,MARKET,ദീപ്തി വിപിൻ,IUML,UDF,230,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,9,THARBIYATH SCHOOL,പി എം അബ്ദുള്‍ സലാം,IUML,UDF,356,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,10,M.I.E.T SCHOOL,മുഹമ്മദ് ചെറുകപ്പിള്ളി,INC,UDF,341,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,11,PERUMATTAM,സി എം ഷുക്കൂർ,IUML,UDF,278,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,12,KIZHAKKEKKARA,റബിന്‍സ് റ്റി അലിയാർ,CPI(M),LDF,341,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,13,MANIYAMKULAM,നൗഫിയ മൈതീൻ,IND,OTH,412,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,14,RANDARKKARA,ജാസ്മി (ജാസ്മിൻ ഉമ്മർ),INC,UDF,450,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,15,EAST HIGH SCHOOL,എസ് മജീദ്,INC,UDF,430,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,16,MUNICIPAL PARK,സജി ചാത്തംകണ്ടം,INC,UDF,361,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,17,PANDARIMALA,മനു പോൾ,INC,UDF,294,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,18,PETTA,ഷബീന റ്റി ഇ,INC,UDF,249,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,19,TALUK HOSPITAL,ഷിത റാണി തോമസ്,KC,UDF,382,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,20,MUNICIPAL OFFICE,രാജശ്രീ രാജു,IND,OTH,198,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,21,MODEL HIGH SCHOOL,ജിനു ആന്‍റണി,INC,UDF,364,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,22,MARADY U.P SCHOOL,കെ എസ്  ജയകൃഷ്ണന്‍ നായർ,IND,OTH,295,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,23,HOUSING BOARD,സജി ടി എ (സലി ),CPI,LDF,199,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,24,S.N.D.P SCHOOL,ജോയ്സ് മേരി ആന്‍റണി,INC,UDF,372,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,25,MUVATTUPUZHA CLUB,രജിത പി (പത്മിനി),IND,OTH,401,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,26,SANGAMAM,അമ്പിളി ബിജു,CPI(M),LDF,378,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,27,MUNICIPAL  INDUSTRIAL PARK,ഷേർളി പൗലോസ്,INC,UDF,373,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,28,J.B SCHOOL,രജനി ടീച്ചർ,CPI(M),LDF,259,2025
Ernakulam,Municipality/Corporation,M07022,Muvattupuzha,29,MINI CIVIL STATION,ജയ സുകു,CPI(M),LDF,294,2025
